,Business,Class,Code
4651,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4652,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4653,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4654,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4655,"* material i aparells elèctrics, electrodomèsti",1,W754ROBRA
4656,"* material i aparells elèctrics, electrodomèsti",1,W754ROBRA
4657,"* material i aparells elèctrics, electrodomèsti",34,W754ROBRA
4658,"* material i aparells elèctrics, electrodomèsti",-33,W754ROBRA
4659,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4660,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4661,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4662,"* material i aparells elèctrics, electrodomèsti",49,W754ROBRA
4663,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4664,"* material i aparells elèctrics, electrodomèsti",1,W754ROBRA
4665,"* material i aparells elèctrics, electrodomèsti",1,W754ROBRA
4666,"* material i aparells elèctrics, electrodomèsti",1,W754ROBRA
4667,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4668,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4669,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4670,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4671,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4672,"* material i aparells elèctrics, electrodomèsti",0,W754ROBRA
4674,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4675,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4676,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4677,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4683,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4685,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4686,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4687,"* Instal·lacions elèctriques en general, etc.",0,SWHNAM6TP
4688,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4689,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4690,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4691,"* Instal·lacions elèctriques en general, etc.",3,SWHNAM6TP
4692,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4693,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4695,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4696,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4698,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4699,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4700,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4701,"* Instal·lacions elèctriques en general, etc.",0,SWHNAM6TP
4702,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4703,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4704,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4705,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4706,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4708,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4709,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4710,"* Instal·lacions elèctriques en general, etc.",0,SWHNAM6TP
4711,"* Instal·lacions elèctriques en general, etc.",1,SWHNAM6TP
4712,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4713,"* Instal·lacions elèctriques en general, etc.",2,SWHNAM6TP
4775,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4776,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4777,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4778,"* de mobles, excepte els d'oficina",4,3TY2HS8AK
4779,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4780,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4781,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4782,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4783,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4784,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4785,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4786,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4787,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4788,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4789,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4790,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4791,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4792,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4793,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4794,"* de mobles, excepte els d'oficina",3,3TY2HS8AK
4795,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4796,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4797,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4798,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4799,"* de mobles, excepte els d'oficina",4,3TY2HS8AK
4800,"* de mobles, excepte els d'oficina",5,3TY2HS8AK
4801,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4802,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4803,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4804,"* de mobles, excepte els d'oficina",1,3TY2HS8AK
4805,"* de mobles, excepte els d'oficina",2,3TY2HS8AK
4844,"* de vehicles automòbils, bicicletes i altres",5,1KZN70JT3
4845,"* de vehicles automòbils, bicicletes i altres",5,1KZN70JT3
4846,"* de vehicles automòbils, bicicletes i altres",2,1KZN70JT3
4847,"* de vehicles automòbils, bicicletes i altres",3,1KZN70JT3
4848,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4849,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4850,"* de vehicles automòbils, bicicletes i altres",3,1KZN70JT3
4851,"* de vehicles automòbils, bicicletes i altres",5,1KZN70JT3
4852,"* de vehicles automòbils, bicicletes i altres",5,1KZN70JT3
4853,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4854,"* de vehicles automòbils, bicicletes i altres",3,1KZN70JT3
4855,"* de vehicles automòbils, bicicletes i altres",2,1KZN70JT3
4856,"* de vehicles automòbils, bicicletes i altres",7,1KZN70JT3
4857,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4858,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4859,"* de vehicles automòbils, bicicletes i altres",14,1KZN70JT3
4860,"* de vehicles automòbils, bicicletes i altres",2,1KZN70JT3
4861,"* de vehicles automòbils, bicicletes i altres",2,1KZN70JT3
4862,"* de vehicles automòbils, bicicletes i altres",3,1KZN70JT3
4863,"* de vehicles automòbils, bicicletes i altres",2,1KZN70JT3
4864,"* de vehicles automòbils, bicicletes i altres",6,1KZN70JT3
4865,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4866,"* de vehicles automòbils, bicicletes i altres",5,1KZN70JT3
4867,"* de vehicles automòbils, bicicletes i altres",2,1KZN70JT3
4868,"* de vehicles automòbils, bicicletes i altres",8,1KZN70JT3
4869,"* de vehicles automòbils, bicicletes i altres",4,1KZN70JT3
4882,"Altres activitats d'ensenyament (idiomes, etc)",10,8F6JSCBGG
4883,"Comerç al detall de medicaments, productes sanitar",6,8F6JSCBGG
4884,"Altres activitats d'ensenyament (idiomes, etc)",7,8F6JSCBGG
4885,"Comerç al detall de medicaments, productes sanitar",7,8F6JSCBGG
4886,"Comerç al detall de medicaments, productes sanitar",7,8F6JSCBGG
4887,"Comerç al detall de medicaments, productes sanitar",7,8F6JSCBGG
4888,"Comerç al detall de medicaments, productes sanitar",8,8F6JSCBGG
4889,"Comerç al detall de medicaments, productes sanitar",8,8F6JSCBGG
4890,"Comerç al detall de medicaments, productes sanitar",7,8F6JSCBGG
4891,"Altres activitats d'ensenyament (idiomes, etc)",4,8F6JSCBGG
4892,"Comerç al detall de medicaments, productes sanitar",6,8F6JSCBGG
4893,"Comerç al detall de medicaments, productes sanitar",0,8F6JSCBGG
4894,"Comerç al detall de medicaments, productes sanitar",7,8F6JSCBGG
4956,"* joieria, rellotgeria, argenteria i bijuteria",2,UMBOPL0VP
4957,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4958,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4959,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4960,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4961,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4962,"* joieria, rellotgeria, argenteria i bijuteria",5,UMBOPL0VP
4963,"* joieria, rellotgeria, argenteria i bijuteria",5,UMBOPL0VP
4964,"* joieria, rellotgeria, argenteria i bijuteria",5,UMBOPL0VP
4965,"* joieria, rellotgeria, argenteria i bijuteria",2,UMBOPL0VP
4966,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4967,"* joieria, rellotgeria, argenteria i bijuteria",0,UMBOPL0VP
4968,"* joieria, rellotgeria, argenteria i bijuteria",0,UMBOPL0VP
4969,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4970,"* joieria, rellotgeria, argenteria i bijuteria",6,UMBOPL0VP
4971,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4972,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4973,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4974,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4975,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4976,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4977,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4978,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4979,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4980,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4981,"* joieria, rellotgeria, argenteria i bijuteria",3,UMBOPL0VP
4982,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4983,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4984,"* joieria, rellotgeria, argenteria i bijuteria",5,UMBOPL0VP
4985,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4986,"* joieria, rellotgeria, argenteria i bijuteria",4,UMBOPL0VP
4987,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
4988,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4989,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4990,"* Construcció completa, reparació i conservaci",4,JPIPW35XE
4991,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4992,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
4993,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4994,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4995,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4996,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
4997,"* Construcció completa, reparació i conservaci",3,JPIPW35XE
4998,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
4999,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5000,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5001,"* Construcció completa, reparació i conservaci",3,JPIPW35XE
5002,"* Construcció completa, reparació i conservaci",4,JPIPW35XE
5003,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
5004,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5005,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5006,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5007,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5008,"* Construcció completa, reparació i conservaci",3,JPIPW35XE
5009,"* Construcció completa, reparació i conservaci",0,JPIPW35XE
5010,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
5011,"* Construcció completa, reparació i conservaci",3,JPIPW35XE
5012,"* Construcció completa, reparació i conservaci",1,JPIPW35XE
5013,"* Construcció completa, reparació i conservaci",3,JPIPW35XE
5014,"* Construcció completa, reparació i conservaci",3,JPIPW35XE
5015,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5016,"* Construcció completa, reparació i conservaci",2,JPIPW35XE
5059,"* d'articles de ferreteria, regal...",3,NV9YABPUI
5060,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5061,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5062,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5063,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5064,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5065,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5066,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5067,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5068,"* d'articles de ferreteria, regal...",0,NV9YABPUI
5069,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5070,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5071,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5072,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5073,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5074,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5075,"* d'articles de ferreteria, regal...",0,NV9YABPUI
5076,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5077,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5078,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5079,"* d'articles de ferreteria, regal...",0,NV9YABPUI
5080,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5081,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5082,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5083,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5084,"* d'articles de ferreteria, regal...",2,NV9YABPUI
5085,"* d'articles de ferreteria, regal...",4,NV9YABPUI
5086,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5087,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5088,"* d'articles de ferreteria, regal...",0,NV9YABPUI
5089,"* d'articles de ferreteria, regal...",1,NV9YABPUI
5108,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5109,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5110,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5111,"* de vehicles automòbils, bicicletes i altres",5,JOMGEZOX9
5112,"* de vehicles automòbils, bicicletes i altres",14,JOMGEZOX9
5113,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5114,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5115,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5116,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5117,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5118,"* de vehicles automòbils, bicicletes i altres",15,JOMGEZOX9
5119,"* de vehicles automòbils, bicicletes i altres",6,JOMGEZOX9
5120,"* de vehicles automòbils, bicicletes i altres",1,JOMGEZOX9
5121,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5122,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5123,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5124,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5125,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5126,"* de vehicles automòbils, bicicletes i altres",2,JOMGEZOX9
5127,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5128,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5129,"* de vehicles automòbils, bicicletes i altres",6,JOMGEZOX9
5130,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5131,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5132,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5133,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5134,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5135,"* de vehicles automòbils, bicicletes i altres",4,JOMGEZOX9
5136,"* de vehicles automòbils, bicicletes i altres",2,JOMGEZOX9
5137,"* de vehicles automòbils, bicicletes i altres",7,JOMGEZOX9
5138,"* de vehicles automòbils, bicicletes i altres",3,JOMGEZOX9
5139,"Comerç al detall de medicaments, productes sanitar",6,LB7WAKCJ7
5140,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5141,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5142,"Comerç al detall de medicaments, productes sanitar",4,LB7WAKCJ7
5143,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5144,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5145,"Comerç al detall de medicaments, productes sanitar",6,LB7WAKCJ7
5146,"Comerç al detall de medicaments, productes sanitar",3,LB7WAKCJ7
5147,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5148,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5149,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5150,"Comerç al detall de medicaments, productes sanitar",5,LB7WAKCJ7
5186,"Serveis en cafès i bars, amb i sense menjar",46,UD6QIW94O
5187,"* Venda de pa, pans especials y pastisseria",30,UD6QIW94O
5189,"Serveis en cafès i bars, amb i sense menjar",80,UD6QIW94O
5190,"Serveis en cafès i bars, amb i sense menjar",44,UD6QIW94O
5191,"* Venda de pa, pans especials y pastisseria",21,UD6QIW94O
5192,"Serveis en cafès i bars, amb i sense menjar",85,UD6QIW94O
5193,"* Venda de pa, pans especials y pastisseria",9,UD6QIW94O
5194,"Serveis en cafès i bars, amb i sense menjar",36,UD6QIW94O
5195,"Serveis en cafès i bars, amb i sense menjar",34,UD6QIW94O
5197,"* Venda de pa, pans especials y pastisseria",29,UD6QIW94O
5198,"Serveis en cafès i bars, amb i sense menjar",15,UD6QIW94O
5200,"Serveis en cafès i bars, amb i sense menjar",13,UD6QIW94O
5202,"Serveis en cafès i bars, amb i sense menjar",0,UD6QIW94O
5206,"* Venda de pa, pans especials y pastisseria",12,UD6QIW94O
5207,"* Venda de pa, pans especials y pastisseria",29,UD6QIW94O
5208,"* Venda de pa, pans especials y pastisseria",19,UD6QIW94O
5211,"Serveis en cafès i bars, amb i sense menjar",48,UD6QIW94O
5213,"Serveis en cafès i bars, amb i sense menjar",42,UD6QIW94O
5216,"* Venda de pa, pans especials y pastisseria",19,UD6QIW94O
5217,"Serveis en cafès i bars, amb i sense menjar",36,UD6QIW94O
5218,"* Venda de pa, pans especials y pastisseria",31,UD6QIW94O
5219,"* Venda de pa, pans especials y pastisseria",21,UD6QIW94O
5220,"* Venda de pa, pans especials y pastisseria",20,UD6QIW94O
5221,"Serveis en cafès i bars, amb i sense menjar",65,UD6QIW94O
5222,"* Venda de pa, pans especials y pastisseria",19,UD6QIW94O
5223,"* Venda de pa, pans especials y pastisseria",25,UD6QIW94O
5224,"* Venda de pa, pans especials y pastisseria",20,UD6QIW94O
5225,"* Venda de pa, pans especials y pastisseria",20,UD6QIW94O
5226,"Serveis en cafès i bars, amb i sense menjar",20,UD6QIW94O
5227,"* Venda de pa, pans especials y pastisseria",18,UD6QIW94O
5228,"* Venda de pa, pans especials y pastisseria",16,UD6QIW94O
5229,"* Venda de pa, pans especials y pastisseria",22,UD6QIW94O
5230,"* Venda de pa, pans especials y pastisseria",20,UD6QIW94O
5231,"* Venda de pa, pans especials y pastisseria",7,UD6QIW94O
5234,"* Venda de pa, pans especials y pastisseria",14,UD6QIW94O
5235,"* Venda de pa, pans especials y pastisseria",34,UD6QIW94O
5236,"* Venda de pa, pans especials y pastisseria",18,UD6QIW94O
5237,"* Venda de pa, pans especials y pastisseria",22,UD6QIW94O
5239,"* Venda de pa, pans especials y pastisseria",24,UD6QIW94O
5240,"* Venda de pa, pans especials y pastisseria",22,UD6QIW94O
5241,"* Venda de pa, pans especials y pastisseria",16,UD6QIW94O
5243,"* Venda de pa, pans especials y pastisseria",27,UD6QIW94O
5244,"* Venda de pa, pans especials y pastisseria",29,UD6QIW94O
5245,"* Venda de pa, pans especials y pastisseria",16,UD6QIW94O
5276,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
5277,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5278,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
5279,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5280,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5281,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5282,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
5283,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5284,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
5285,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5286,"* Instal·lacions elèctriques en general, etc.",3,EPJVEEFNR
5287,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5288,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5289,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5290,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5291,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5292,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5293,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5294,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5295,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5296,"* Instal·lacions elèctriques en general, etc.",3,EPJVEEFNR
5297,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
5298,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5299,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5300,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5301,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5302,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5303,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5304,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5305,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
5306,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
5307,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5308,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
5309,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5310,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
5311,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
5312,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
5313,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5314,"* Instal·lacions de fred, calor i condicioname",10,1H5DUEL2Q
5315,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5316,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
5317,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
5318,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5319,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5320,"* Instal·lacions de fred, calor i condicioname",1,1H5DUEL2Q
5321,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5322,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5323,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
5324,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
5325,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
5326,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5327,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
5328,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
5329,"* Instal·lacions de fred, calor i condicioname",1,1H5DUEL2Q
5330,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5331,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
5332,"* Instal·lacions de fred, calor i condicioname",1,1H5DUEL2Q
5333,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
5334,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5335,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
5336,"* Instal·lacions de fred, calor i condicioname",10,1H5DUEL2Q
5337,"* Instal·lacions de fred, calor i condicioname",13,1H5DUEL2Q
5432,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5433,"Massatgistes, dietistes, aux.infermeria,..",5,BZ0AIJOX4
5434,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5435,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5436,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5437,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5438,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5439,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5440,"Massatgistes, dietistes, aux.infermeria,..",20,BZ0AIJOX4
5441,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5442,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5443,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5444,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5445,"Massatgistes, dietistes, aux.infermeria,..",0,BZ0AIJOX4
5446,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
5447,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5448,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5449,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5450,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
5451,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5452,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5453,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5454,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
5455,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
5456,"Massatgistes, dietistes, aux.infermeria,..",4,BZ0AIJOX4
5457,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
5458,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5459,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5460,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5461,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
5462,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
5608,"* al detall de productes de drogueria, perfume",0,GYPLTX67B
