DATA,NUM_IAE,TEXT_IAE,CONSUM_MES,NUM_CLIENT_ANONIMITZAT
2019-07-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2021-01-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2017-11-01,I5041,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
2017-03-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2017-05-01,I5041,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
2019-09-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2018-07-01,I5041,"* Instal·lacions elèctriques en general, etc.",3,EPJVEEFNR
2020-05-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2020-11-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2018-09-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2019-01-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2021-09-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2020-01-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2020-07-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2021-05-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2022-01-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2018-03-01,I5041,"* Instal·lacions elèctriques en general, etc.",3,EPJVEEFNR
2018-05-01,I5041,"* Instal·lacions elèctriques en general, etc.",2,EPJVEEFNR
2020-09-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2018-01-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2018-11-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2020-03-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2021-03-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2021-11-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2019-05-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2017-01-01,I5041,"* Instal·lacions elèctriques en general, etc.",1,EPJVEEFNR
2021-07-01,I5041,"* Instal·lacions elèctriques en general, etc.",0,EPJVEEFNR
2019-03-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2021-07-01,I5043,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
2020-11-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2021-05-01,I5043,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
2021-09-01,I5043,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
2017-01-01,I5043,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
2018-09-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2021-01-01,I5043,"* Instal·lacions de fred, calor i condicioname",10,1H5DUEL2Q
2018-05-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2019-09-01,I5043,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
2021-03-01,I5043,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
2019-05-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2019-11-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2017-11-01,I5043,"* Instal·lacions de fred, calor i condicioname",1,1H5DUEL2Q
2017-03-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2018-07-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2019-07-01,I5043,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
2020-01-01,I5043,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
2022-01-01,I5043,"* Instal·lacions de fred, calor i condicioname",6,1H5DUEL2Q
2017-07-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2018-03-01,I5043,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
2018-11-01,I5043,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
2017-05-01,I5043,"* Instal·lacions de fred, calor i condicioname",1,1H5DUEL2Q
2020-05-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2021-11-01,I5043,"* Instal·lacions de fred, calor i condicioname",4,1H5DUEL2Q
2017-09-01,I5043,"* Instal·lacions de fred, calor i condicioname",1,1H5DUEL2Q
2018-01-01,I5043,"* Instal·lacions de fred, calor i condicioname",2,1H5DUEL2Q
2020-03-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2019-01-01,I5043,"* Instal·lacions de fred, calor i condicioname",3,1H5DUEL2Q
2020-07-01,I5043,"* Instal·lacions de fred, calor i condicioname",10,1H5DUEL2Q
2020-09-01,I5043,"* Instal·lacions de fred, calor i condicioname",13,1H5DUEL2Q
2017-03-01,I682,En hostals i pensions,514,8L2GVZM4W
2017-09-01,I682,En hostals i pensions,572,8L2GVZM4W
2019-05-01,I682,En hostals i pensions,876,8L2GVZM4W
2019-09-01,I682,En hostals i pensions,331,8L2GVZM4W
2020-03-01,I682,En hostals i pensions,396,8L2GVZM4W
2019-07-01,I682,En hostals i pensions,895,8L2GVZM4W
2019-01-01,I682,En hostals i pensions,471,8L2GVZM4W
2017-07-01,I682,En hostals i pensions,656,8L2GVZM4W
2018-09-01,I682,En hostals i pensions,552,8L2GVZM4W
2017-01-01,I682,En hostals i pensions,500,8L2GVZM4W
2018-01-01,I682,En hostals i pensions,620,8L2GVZM4W
2019-03-01,I682,En hostals i pensions,854,8L2GVZM4W
2020-07-01,I682,En hostals i pensions,155,8L2GVZM4W
2018-05-01,I682,En hostals i pensions,1137,8L2GVZM4W
2021-01-01,I682,En hostals i pensions,126,8L2GVZM4W
2021-07-01,I682,En hostals i pensions,354,8L2GVZM4W
2020-05-01,I682,En hostals i pensions,143,8L2GVZM4W
2020-11-01,I682,En hostals i pensions,307,8L2GVZM4W
2021-09-01,I682,En hostals i pensions,129,8L2GVZM4W
2021-11-01,I682,En hostals i pensions,170,8L2GVZM4W
2022-01-01,I682,En hostals i pensions,259,8L2GVZM4W
2018-07-01,I682,En hostals i pensions,1333,8L2GVZM4W
2019-11-01,I682,En hostals i pensions,404,8L2GVZM4W
2020-01-01,I682,En hostals i pensions,611,8L2GVZM4W
2017-11-01,I682,En hostals i pensions,521,8L2GVZM4W
2021-03-01,I682,En hostals i pensions,443,8L2GVZM4W
2017-05-01,I682,En hostals i pensions,554,8L2GVZM4W
2018-03-01,I682,En hostals i pensions,472,8L2GVZM4W
2021-05-01,I682,En hostals i pensions,159,8L2GVZM4W
2018-11-01,I682,En hostals i pensions,482,8L2GVZM4W
2020-09-01,I682,En hostals i pensions,370,8L2GVZM4W
2018-02-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2019-06-01,IEMA,COMUNICACIó EMA TARIFA C1A,7,ZJF42SE0T
2020-04-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2020-06-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2020-02-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2017-04-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2017-08-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2019-12-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2017-02-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2018-04-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2018-08-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2019-08-01,IEMA,COMUNICACIó EMA TARIFA C1A,4,ZJF42SE0T
2020-12-01,IEMA,COMUNICACIó EMA TARIFA C1A,3,ZJF42SE0T
2021-10-01,IEMA,COMUNICACIó EMA TARIFA C1A,33,ZJF42SE0T
2021-12-01,IEMA,COMUNICACIó EMA TARIFA C1A,29,ZJF42SE0T
2017-10-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2021-08-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2019-04-01,IEMA,COMUNICACIó EMA TARIFA C1A,6,ZJF42SE0T
2021-02-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2021-04-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2018-12-01,IEMA,COMUNICACIó EMA TARIFA C1A,4,ZJF42SE0T
2020-08-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2020-10-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2018-10-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2021-06-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2019-02-01,IEMA,COMUNICACIó EMA TARIFA C1A,4,ZJF42SE0T
2017-06-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2018-06-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2019-10-01,IEMA,COMUNICACIó EMA TARIFA C1A,1,ZJF42SE0T
2017-12-01,IEMA,COMUNICACIó EMA TARIFA C1A,2,ZJF42SE0T
2017-05-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2017-11-01,ITAN,LOCALS TANCATS,15,FXZ7X686D
2018-01-01,ITAN,LOCALS TANCATS,13,FXZ7X686D
2018-07-01,ITAN,LOCALS TANCATS,6,FXZ7X686D
2019-01-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2020-05-01,ITAN,LOCALS TANCATS,1,FXZ7X686D
2020-07-01,ITAN,LOCALS TANCATS,12,FXZ7X686D
2020-11-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2021-07-01,ITAN,LOCALS TANCATS,1,FXZ7X686D
2017-01-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2018-05-01,ITAN,LOCALS TANCATS,13,FXZ7X686D
2020-03-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2017-03-01,ITAN,LOCALS TANCATS,14,FXZ7X686D
2018-03-01,ITAN,LOCALS TANCATS,3,FXZ7X686D
2018-11-01,ITAN,LOCALS TANCATS,14,FXZ7X686D
2021-03-01,ITAN,LOCALS TANCATS,1,FXZ7X686D
2017-09-01,ITAN,LOCALS TANCATS,10,FXZ7X686D
2019-03-01,ITAN,LOCALS TANCATS,16,FXZ7X686D
2021-09-01,ITAN,LOCALS TANCATS,0,FXZ7X686D
2019-11-01,ITAN,LOCALS TANCATS,13,FXZ7X686D
2020-01-01,ITAN,LOCALS TANCATS,11,FXZ7X686D
2022-01-01,ITAN,LOCALS TANCATS,0,FXZ7X686D
2018-09-01,ITAN,LOCALS TANCATS,12,FXZ7X686D
2021-05-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2019-07-01,ITAN,LOCALS TANCATS,3,FXZ7X686D
2021-01-01,ITAN,LOCALS TANCATS,14,FXZ7X686D
2021-10-01,ITAN,LOCALS TANCATS,11,FXZ7X686D
2019-10-01,ITAN,LOCALS TANCATS,50,FXZ7X686D
2019-09-01,ITAN,LOCALS TANCATS,0,FXZ7X686D
2021-11-01,ITAN,LOCALS TANCATS,2,FXZ7X686D
2019-05-01,ITAN,LOCALS TANCATS,1,FXZ7X686D
2020-09-01,ITAN,LOCALS TANCATS,1,FXZ7X686D
2017-07-01,ITAN,LOCALS TANCATS,13,FXZ7X686D
2019-03-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2020-07-01,P839,"Massatgistes, dietistes, aux.infermeria,..",5,BZ0AIJOX4
2019-09-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2019-01-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2021-11-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2017-09-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2018-03-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2018-05-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2020-11-01,P839,"Massatgistes, dietistes, aux.infermeria,..",20,BZ0AIJOX4
2021-01-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2017-01-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2017-07-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2018-07-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2018-09-01,P839,"Massatgistes, dietistes, aux.infermeria,..",0,BZ0AIJOX4
2019-07-01,P839,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
2020-05-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2021-09-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2017-03-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2020-01-01,P839,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
2021-07-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2020-09-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2020-03-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2021-03-01,P839,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
2021-05-01,P839,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
2022-01-01,P839,"Massatgistes, dietistes, aux.infermeria,..",4,BZ0AIJOX4
2019-11-01,P839,"Massatgistes, dietistes, aux.infermeria,..",3,BZ0AIJOX4
2018-01-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2019-05-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2017-11-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2018-11-01,P839,"Massatgistes, dietistes, aux.infermeria,..",2,BZ0AIJOX4
2017-05-01,P839,"Massatgistes, dietistes, aux.infermeria,..",1,BZ0AIJOX4
2018-12-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2019-10-01,I8321,Agències d'assegurances i corredors assegurances,3,F2CWPA1TG
2021-08-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2020-02-01,I8321,Agències d'assegurances i corredors assegurances,3,F2CWPA1TG
2020-08-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2018-10-01,I8321,Agències d'assegurances i corredors assegurances,1,F2CWPA1TG
2021-02-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2018-02-01,I8321,Agències d'assegurances i corredors assegurances,1,F2CWPA1TG
2017-04-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2018-06-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2019-12-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2020-10-01,I8321,Agències d'assegurances i corredors assegurances,3,F2CWPA1TG
2021-10-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2019-02-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2019-08-01,I8321,Agències d'assegurances i corredors assegurances,1,F2CWPA1TG
2020-04-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2017-10-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2021-04-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2020-06-01,I8321,Agències d'assegurances i corredors assegurances,1,F2CWPA1TG
2021-06-01,I8321,Agències d'assegurances i corredors assegurances,1,F2CWPA1TG
2017-02-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2017-08-01,I8321,Agències d'assegurances i corredors assegurances,1,F2CWPA1TG
2020-12-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2017-12-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2018-04-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2019-04-01,I8321,Agències d'assegurances i corredors assegurances,3,F2CWPA1TG
2019-06-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2021-12-01,I8321,Agències d'assegurances i corredors assegurances,3,F2CWPA1TG
2017-06-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2018-08-01,I8321,Agències d'assegurances i corredors assegurances,2,F2CWPA1TG
2019-07-01,I9997,Sense activitat o desconeguda,2,SWC2N48TD
2017-07-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2020-07-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2018-07-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2019-11-01,I9997,Sense activitat o desconeguda,2,SWC2N48TD
2020-01-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2017-03-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2017-11-01,I9997,Sense activitat o desconeguda,2,SWC2N48TD
2019-05-01,I9997,Sense activitat o desconeguda,0,SWC2N48TD
2018-03-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2018-01-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2017-01-01,I9997,Sense activitat o desconeguda,2,SWC2N48TD
2019-01-01,I9997,Sense activitat o desconeguda,2,SWC2N48TD
2019-03-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2020-12-01,I9997,Sense activitat o desconeguda,0,SWC2N48TD
2018-05-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2020-03-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2017-05-01,I9997,Sense activitat o desconeguda,4,SWC2N48TD
2017-09-01,I9997,Sense activitat o desconeguda,0,SWC2N48TD
2018-11-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2020-11-01,I9997,Sense activitat o desconeguda,0,SWC2N48TD
2018-09-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2019-09-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2020-05-01,I9997,Sense activitat o desconeguda,1,SWC2N48TD
2020-09-01,I9997,Sense activitat o desconeguda,0,SWC2N48TD
2018-08-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,10,T18QVAKVE
2020-02-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2017-08-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,8,T18QVAKVE
2020-12-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,11,T18QVAKVE
2018-06-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,8,T18QVAKVE
2017-04-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,10,T18QVAKVE
2020-06-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,14,T18QVAKVE
2017-10-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,6,T18QVAKVE
2017-12-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2018-04-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2021-08-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,10,T18QVAKVE
2019-02-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2017-02-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,11,T18QVAKVE
2017-06-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,7,T18QVAKVE
2021-10-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2019-12-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,7,T18QVAKVE
2020-08-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,10,T18QVAKVE
2020-10-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,7,T18QVAKVE
2021-04-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,11,T18QVAKVE
2021-12-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,11,T18QVAKVE
2018-12-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2019-08-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2020-04-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,12,T18QVAKVE
2018-02-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,10,T18QVAKVE
2018-10-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,6,T18QVAKVE
2019-06-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,9,T18QVAKVE
2021-06-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,12,T18QVAKVE
2019-04-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,10,T18QVAKVE
2019-10-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,7,T18QVAKVE
2021-02-01,IDOM,SUBMINISTRAMENT D'úS DOMèSTIC,12,T18QVAKVE
2018-10-01,I6732,* d'altres categories,22,PGPEABXPL
2019-04-01,I6732,* d'altres categories,24,PGPEABXPL
2019-06-01,I6732,* d'altres categories,25,PGPEABXPL
2018-08-01,I6732,* d'altres categories,25,PGPEABXPL
2018-04-01,I6732,* d'altres categories,22,PGPEABXPL
2019-12-01,I6732,* d'altres categories,21,PGPEABXPL
2020-06-01,I6732,* d'altres categories,12,PGPEABXPL
2021-08-01,I6732,* d'altres categories,18,PGPEABXPL
2017-06-01,I6732,* d'altres categories,24,PGPEABXPL
2021-12-01,I6732,* d'altres categories,13,PGPEABXPL
2020-12-01,I6732,* d'altres categories,15,PGPEABXPL
2020-02-01,I6732,* d'altres categories,18,PGPEABXPL
2020-04-01,I6732,* d'altres categories,15,PGPEABXPL
2021-02-01,I6732,* d'altres categories,16,PGPEABXPL
2021-06-01,I6732,* d'altres categories,16,PGPEABXPL
2017-02-01,I6732,* d'altres categories,20,PGPEABXPL
2021-10-01,I6732,* d'altres categories,18,PGPEABXPL
2018-12-01,I6732,* d'altres categories,23,PGPEABXPL
2020-10-01,I6732,* d'altres categories,17,PGPEABXPL
2017-12-01,I6732,* d'altres categories,24,PGPEABXPL
2019-08-01,I6732,* d'altres categories,23,PGPEABXPL
2020-08-01,I6732,* d'altres categories,16,PGPEABXPL
2017-10-01,I6732,* d'altres categories,18,PGPEABXPL
2018-06-01,I6732,* d'altres categories,22,PGPEABXPL
2019-02-01,I6732,* d'altres categories,23,PGPEABXPL
2017-08-01,I6732,* d'altres categories,23,PGPEABXPL
2017-04-01,I6732,* d'altres categories,21,PGPEABXPL
2018-02-01,I6732,* d'altres categories,20,PGPEABXPL
2021-04-01,I6732,* d'altres categories,16,PGPEABXPL
2019-10-01,I6732,* d'altres categories,24,PGPEABXPL
2018-05-01,I6715,* d'una forquilla,26,QMKY2QNRV
2020-03-01,I6715,* d'una forquilla,37,QMKY2QNRV
2021-03-01,I6715,* d'una forquilla,45,QMKY2QNRV
2018-07-01,I6715,* d'una forquilla,23,QMKY2QNRV
2020-01-01,I9997,Sense activitat o desconeguda,2,QMKY2QNRV
2020-09-01,I9997,Sense activitat o desconeguda,2,QMKY2QNRV
2019-01-01,I6715,* d'una forquilla,32,QMKY2QNRV
2021-07-01,I6715,* d'una forquilla,109,QMKY2QNRV
2019-09-01,I6715,* d'una forquilla,36,QMKY2QNRV
2020-05-01,I6715,* d'una forquilla,25,QMKY2QNRV
2021-05-01,I6715,* d'una forquilla,63,QMKY2QNRV
2021-09-01,I9997,Sense activitat o desconeguda,1,QMKY2QNRV
2018-09-01,I6715,* d'una forquilla,39,QMKY2QNRV
2019-07-01,I6715,* d'una forquilla,35,QMKY2QNRV
2019-11-01,I6715,* d'una forquilla,36,QMKY2QNRV
2020-11-01,I9997,Sense activitat o desconeguda,2,QMKY2QNRV
2021-01-01,I6715,* d'una forquilla,47,QMKY2QNRV
2022-01-01,I6715,* d'una forquilla,95,QMKY2QNRV
2019-05-01,I6715,* d'una forquilla,37,QMKY2QNRV
2021-11-01,I9997,Sense activitat o desconeguda,0,QMKY2QNRV
2018-03-01,I6715,* d'una forquilla,68,QMKY2QNRV
2018-11-01,I6715,* d'una forquilla,37,QMKY2QNRV
2020-07-01,I9997,Sense activitat o desconeguda,4,QMKY2QNRV
2019-03-01,I6715,* d'una forquilla,38,QMKY2QNRV
2020-03-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2020-05-01,I6471,* en establiments amb venedor,2,GYPLTX67B
2020-09-01,I6471,* en establiments amb venedor,2,GYPLTX67B
2018-05-01,I9997,Sense activitat o desconeguda,3,GYPLTX67B
2019-09-01,I6471,* en establiments amb venedor,5,GYPLTX67B
2021-01-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2017-04-01,I6522,"* al detall de productes de drogueria, perfume",0,GYPLTX67B
2019-07-01,I6471,* en establiments amb venedor,10,GYPLTX67B
2020-01-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2017-01-01,I9997,Sense activitat o desconeguda,1,GYPLTX67B
2017-06-01,I6522,"* al detall de productes de drogueria, perfume",2,GYPLTX67B
2017-08-01,I6522,"* al detall de productes de drogueria, perfume",2,GYPLTX67B
2021-03-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2019-05-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2020-07-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2017-05-01,I9997,Sense activitat o desconeguda,21,GYPLTX67B
2018-03-01,I9997,Sense activitat o desconeguda,3,GYPLTX67B
2017-03-01,I9997,Sense activitat o desconeguda,1,GYPLTX67B
2017-07-01,I9997,Sense activitat o desconeguda,32,GYPLTX67B
2017-12-01,I6522,"* al detall de productes de drogueria, perfume",4,GYPLTX67B
2018-09-01,I9997,Sense activitat o desconeguda,6,GYPLTX67B
2019-01-01,I9997,Sense activitat o desconeguda,8,GYPLTX67B
2020-11-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2018-04-01,I6522,"* al detall de productes de drogueria, perfume",4,GYPLTX67B
2021-07-01,I6471,* en establiments amb venedor,1,GYPLTX67B
2017-10-01,I6522,"* al detall de productes de drogueria, perfume",3,GYPLTX67B
2018-02-01,I6522,"* al detall de productes de drogueria, perfume",4,GYPLTX67B
2018-07-01,I9997,Sense activitat o desconeguda,11,GYPLTX67B
2019-11-01,I6471,* en establiments amb venedor,2,GYPLTX67B
2017-09-01,I9997,Sense activitat o desconeguda,18,GYPLTX67B
2017-11-01,I9997,Sense activitat o desconeguda,4,GYPLTX67B
2018-01-01,I9997,Sense activitat o desconeguda,4,GYPLTX67B
2021-07-01,I9997,Sense activitat o desconeguda,0,8849J9K3N
2020-05-01,I9997,Sense activitat o desconeguda,0,8849J9K3N
2021-09-01,I9997,Sense activitat o desconeguda,1,8849J9K3N
2019-09-01,I9997,Sense activitat o desconeguda,0,8849J9K3N
2020-11-01,I9997,Sense activitat o desconeguda,1,8849J9K3N
